序号,词名称,全局词频,文档频率,平均TF-IDF
2769,手板,13,5,0.0014955099531804988
24223,屬,7,1,0.0014938113529662826
19063,机械制造,22,2,0.0014935509965469376
335,实际,3145,168,0.0014930184511236912
12886,横琴,12,2,0.001490428966789668
8345,质泥,20,4,0.0014896047829341483
7690,黄埔,14,2,0.0014885751019168853
3213,耦合,2109,58,0.0014885099143948555
23645,绕行,32,5,0.0014875127950369918
27302,磨桩,10,2,0.0014871928492865354
1810,式,2295,133,0.0014838348837771615
92,同步,1449,125,0.0014815067090302927
12524,吴忠坦,12,1,0.0014814814814814814
8164,城际,168,26,0.0014796056701026458
747,断面,1866,100,0.0014788173266758662
14531,二衬,252,9,0.0014774524700972996
22531,230601,10,2,0.001476860658661277
36252,张贴,6,1,0.0014760147601476014
7895,红层,122,4,0.0014749924018121808
3962,指标体系,1466,73,0.0014730051955286216
11220,灰数,36,2,0.0014691420366295985
511,产生,2869,145,0.0014677161677273086
17871,高策,10,1,0.0014673514306676448
60,变化,2857,142,0.0014672362203514836
15577,次复紧,4,1,0.0014619883040935672
15582,紧急制动,4,1,0.0014619883040935672
7766,监测点,988,59,0.001461768321727766
3,故障,1600,88,0.001461113752672648
1826,灰岩,285,25,0.0014591095577349954
5689,拔除,26,4,0.0014578003636273908
6368,征地,194,4,0.001457011981542735
32924,甘南,10,1,0.0014566642388929353
32949,为井,10,1,0.0014566642388929353
32919,金信,10,1,0.0014566642388929353
1447,地面,1901,161,0.0014543940595050993
12582,蛛网,42,3,0.0014534425809328727
37605,王裴,8,1,0.0014503263234227704
37613,苏宁,8,1,0.0014503263234227704
18030,化下,8,1,0.0014492753623188406
5594,大楼,12,2,0.001447795652933764
39742,筒拱,62,1,0.0014465027296906353
2142,组装,485,36,0.0014459703188735094
40346,星星,10,2,0.001444160363110514
29493,管过,6,1,0.0014433485686793364
8200,定稿,30,3,0.001443118900579038
1586,修理,36,6,0.0014427175182917698
22449,冻胀,6,1,0.0014423076923076924
22439,化冻,6,1,0.0014423076923076924
5968,定向,81,9,0.0014404941365601062
11731,擎层,4,1,0.0014393666786613889
11692,226007,4,1,0.0014393666786613889
11730,及引,4,1,0.0014393666786613889
11686,包洪,4,1,0.0014393666786613889
29403,钱佳亘,7,1,0.0014391447368421052
35518,管棚,10,2,0.001439020308718455
22695,中胶,46,1,0.001436826487583945
22686,基价,46,1,0.001436826487583945
13284,解体,689,17,0.0014365709715999288
42457,201703,4,1,0.0014357501794687725
42441,王立玲,4,1,0.0014357501794687725
42440,浅基,4,1,0.0014357501794687725
42506,预拌,4,1,0.0014357501794687725
2660,托架,172,15,0.0014356691030147125
394,判断,1918,115,0.0014355301123936558
6285,超大,495,36,0.0014342796800305454
549,有效,2464,175,0.0014339948991255178
7902,喷口,22,4,0.0014317775300987027
302,安装,1523,114,0.0014313899929054453
20982,信阳,162,5,0.0014303025979163387
12888,箱梁,36,7,0.0014301693772645742
33060,超磨,4,1,0.0014295925661186562
33042,421001,4,1,0.0014295925661186562
33040,贾瑞晨,4,1,0.0014295925661186562
33072,环境中工作,4,1,0.0014295925661186562
35689,海门,4,1,0.0014280614066404854
35699,世所,4,1,0.0014280614066404854
35690,常熟,4,1,0.0014280614066404854
35693,长江天堑,4,1,0.0014280614066404854
35697,世界之最,4,1,0.0014280614066404854
35744,国内首创,4,1,0.0014280614066404854
35709,大通道,4,1,0.0014280614066404854
35746,高钢级,4,1,0.0014280614066404854
35752,管长,4,1,0.0014280614066404854
35715,纵贯,4,1,0.0014280614066404854
35741,铠甲,4,1,0.0014280614066404854
36695,承包单位,18,3,0.0014260611995584118
15814,大兴,40,6,0.0014259980899857607
33686,温州,54,1,0.001425554382259768
813,二次,1398,103,0.0014240703567191307
23501,某大,10,2,0.001423618030510944
4770,右线,1232,93,0.0014235977708251493
34757,负反馈,8,1,0.001422981145499822
832,环,2188,150,0.0014224258628845695
84,速度,2317,150,0.0014216442593991134
3367,卵石,790,64,0.0014213959357433255
18161,总用,4,1,0.0014209591474245117
18129,李英,4,1,0.0014209591474245117
18144,少数类,4,1,0.0014209591474245117
771,使用,2563,153,0.0014198253373736715
15230,杆件,14,3,0.0014194958457086372
21584,性格,38,1,0.00141643059490085
34932,紧固件,14,3,0.0014155634588202683
29502,湖段,28,3,0.0014129297599836286
22260,排烟道,18,2,0.0014128609266110216
8553,孔桩,10,2,0.001409696377615819
1948,线,2069,136,0.0014084019928266838
40961,扣式,16,2,0.0014076852153208194
5013,组合,1298,73,0.0014073085285845933
11086,鉴别,22,2,0.0014068865753096935
8031,路站,257,23,0.0014056401328647419
23515,自驱轮,4,1,0.0014025245441795233
34885,陆勤斌,8,2,0.0014025245441795233
34944,窗框,8,2,0.0014025245441795233
34892,自大,8,2,0.0014025245441795233
34929,螺钉,8,2,0.0014025245441795233
34949,塑料门窗,8,2,0.0014025245441795233
23510,制箱涵,4,1,0.0014025245441795233
34915,轴净,8,2,0.0014025245441795233
1258,现场,2582,158,0.001401207046904652
30564,身体状况,6,1,0.001399580125962211
22546,钢绞线,12,2,0.0013988122283308344
3627,桥,369,43,0.0013967503158365592
8390,街,188,19,0.0013962694482564828
4336,表示,2166,84,0.001395084332623348
2353,数值,2469,111,0.0013948284339243002
1957,模块,402,20,0.0013944523335867069
8659,锦江,26,4,0.0013941540547047673
8189,和平,20,2,0.001392001853670005
31950,李文杰,10,1,0.001389854065323141
7943,超欠,12,2,0.001388565306730424
2601,台车,421,24,0.0013873949486160205
100,开仓,181,24,0.0013868550964053407
1313,前,2128,157,0.0013854461407954218
43583,环境危害,10,1,0.001381406271584473
19672,介数,76,2,0.0013807828193250693
42920,无桩,54,1,0.0013792751143010397
5544,左线,1145,84,0.0013787751395323154
6920,重叠,318,22,0.001378735092157442
39033,公庙,4,1,0.0013778849466069584
39054,非标,4,1,0.0013778849466069584
39070,雷管,4,1,0.0013778849466069584
39035,时遇,4,1,0.0013778849466069584
39075,外放,4,1,0.0013778849466069584
39032,工程车,4,1,0.0013778849466069584
39047,工湖,4,1,0.0013778849466069584
39045,车公庙,4,1,0.0013778849466069584
41831,四皂,6,1,0.0013777267508610792
41794,四方,6,1,0.0013777267508610792
41799,青山,6,1,0.0013777267508610792
41795,河路,6,1,0.0013777267508610792
12092,比后,8,1,0.001376936316695353
541,损失,2494,99,0.001376675486957377
450,推力,1706,96,0.0013743643198699284
4256,函数,1072,56,0.0013739322929210759
36693,十几台,4,1,0.0013726835964310224
36701,承包单,4,1,0.0013726835964310224
2522,方面,2925,154,0.0013716193644720558
931,复杂,2749,161,0.001368656751402048
147,磨损,1214,94,0.0013685508061202969
34477,储液,4,1,0.0013675213675213675
7720,土仓,988,75,0.001367512265143813
3738,结合,2950,182,0.0013656562849768128
17620,陆域,42,5,0.0013653681860593444
473,较大,2689,169,0.0013649093815623606
46726,镜面,4,1,0.0013637913399249914
46759,地材,4,1,0.0013637913399249914
46737,光灯,4,1,0.0013637913399249914
1360,标准,3388,143,0.0013616306833795766
5019,次序,54,6,0.00136015300495721
14462,隧道口,12,3,0.0013578814116481969
833,15,2621,119,0.0013569416116747234
16015,搭板,6,1,0.0013559322033898306
16014,桥头,6,1,0.0013559322033898306
41635,承灾,22,2,0.001355030022058176
9688,顺风,53,1,0.001354355658906805
14431,土壤结构,4,1,0.0013540961408259986
14458,中腰线,4,1,0.0013540961408259986
54,扭矩,1093,76,0.0013537107046067511
39015,勤量,10,2,0.0013535517785044175
3820,能够,2086,126,0.0013524317975444633
8030,新阳,6,1,0.0013501350135013501
8029,旱塘,6,1,0.0013501350135013501
8129,王杜娟,6,1,0.0013501350135013501
8730,放坡,33,6,0.0013485422018946105
227,刀筒,50,2,0.0013478148649931233
776,之间,3139,148,0.0013476058063059356
675,调整,1969,150,0.001347446116864463
24136,四联,13,2,0.0013450885260147
17145,毒性,16,2,0.0013450562237575245
12360,顶升,22,3,0.001343291631279162
8048,冷冻管,12,2,0.0013432189544121452
21539,再现,36,1,0.0013418816162218577
18178,订阅,14,3,0.001341071302093558
1938,排障,28,1,0.0013407393219689715
4945,上浮,459,56,0.0013404461078593264
15799,试压,4,1,0.0013395847287340924
15712,河及,4,1,0.0013395847287340924
3779,监控,1249,114,0.0013394403272604656
3812,施工人员,1257,84,0.001339012661610934
11737,引擎,137,5,0.0013379565189893857
9199,样本,747,33,0.0013373965910577516
20983,师范学院,160,5,0.0013369972561855248
28443,教学楼,6,1,0.0013363028953229399
36716,各点会,8,1,0.001335559265442404
34353,盐类,9,2,0.0013347218237396439
831,13,2413,116,0.001334461017918936
19665,连边,34,1,0.0013306719893546241
3893,轨道交通,1738,153,0.0013297997433106745
3730,交互,318,20,0.001329693148357082
18821,菜单,36,1,0.0013279232755440797
34390,埋段,20,7,0.0013278370486570336
5563,联络,378,46,0.0013266185127830173
39005,河域,4,1,0.001326259946949602
38987,衣本威,4,1,0.001326259946949602
12980,锂电池,10,2,0.0013259438375502438
11675,博弈论,119,8,0.0013253713607800682
4263,源,1062,103,0.0013250906711759626
463,如图,2612,129,0.0013224289832408753
28303,建科,8,1,0.0013214403700033037
4304,预测,2818,98,0.0013213896011730205
6220,隹,14,2,0.0013205752128989104
15596,小净,68,7,0.0013200093574784687
34600,逃窜,4,1,0.0013192612137203166
34597,位处,4,1,0.0013192612137203166
34589,南涌,4,1,0.0013192612137203166
9194,节域,93,6,0.0013189483487147551
3060,破除,301,25,0.0013189080236737129
6967,一级,1189,73,0.0013184564280311055
9302,学府,56,2,0.0013171964359248623
8709,笼,26,6,0.001314597391239095
9169,安全等级,147,15,0.0013145292080782402
1486,具有,2936,172,0.0013122933753600186
1952,兰州,813,29,0.0013108666472416836
47039,肩处,48,1,0.001310007914631151
46831,湖路,48,1,0.001310007914631151
46830,绣,48,1,0.001310007914631151
18253,烄,16,2,0.001309663216128355
18255,烆,16,2,0.001309663216128355
4119,关系,2973,120,0.0013095379777300741
1927,重要,2590,161,0.0013087292339585062
3920,工,2502,177,0.0013064671252540215
44054,正切,8,1,0.0013033561420658195
41242,2400,8,1,0.0013033561420658195
41208,胥明,8,1,0.0013033561420658195
43998,周智鹏,8,1,0.0013033561420658195
44010,武侯祠,8,1,0.0013033561420658195
44008,太平,8,1,0.0013033561420658195
41222,穿瑶湖,8,1,0.0013033561420658195
43217,漕宝路,6,1,0.0012981393336218088
43234,之星,6,1,0.0012981393336218088
33353,过街天桥,52,3,0.001297017213596385
6861,麵,38,4,0.0012965476005717248
3068,基座,761,34,0.001295961402141057
41467,覆盖度,88,2,0.001295737372003713
9130,物元,318,22,0.0012946715195338557
11841,登高,7,3,0.0012923910741019996
28202,250000,15,3,0.0012917680712281456
18610,子树,14,2,0.001290805252951808
4020,构,2009,167,0.0012885411565631691
130,刀,1127,90,0.0012882609224542454
25515,加入适量,14,3,0.0012861263958699846
5845,巧道,32,1,0.0012852954171185284
5595,滨海,26,5,0.0012848376608756617
25819,三维图,28,2,0.001281910464731554
22902,每米,62,2,0.0012815319894238777
5907,水下,839,43,0.0012813651698826288
24422,虜,6,1,0.0012804097311139564
24785,纖,6,1,0.0012804097311139564
24828,囊,6,1,0.0012804097311139564
24306,裉,6,1,0.0012804097311139564
24195,擧,6,1,0.0012804097311139564
14718,人行,80,7,0.0012787820164539944
9035,云图,854,35,0.0012764315675267215
5664,渗漏水,307,38,0.00127639822314516
3908,本文,2950,145,0.0012756288713460893
14550,砟,18,4,0.0012751110716491094
16104,河内,56,1,0.0012749294235497677
5650,信息化,451,53,0.001273323343563146
34528,双回路,4,1,0.0012730744748567792
34529,专供,4,1,0.0012730744748567792
8669,省会,20,3,0.0012728358309418543
4288,建筑,2273,167,0.0012718733595720516
11742,路由,26,3,0.0012717722878519044
29310,吸引,12,2,0.0012714794478287709
1696,14,2097,111,0.0012708088677893278
3046,黏土,962,89,0.0012686847578490114
9635,取消,4,1,0.0012686330478908975
9584,陡急,4,1,0.0012686330478908975
9572,层上,4,1,0.0012686330478908975
9609,钢拱架,4,1,0.0012686330478908975
433,江底,249,15,0.0012679801745536549
8961,第五段,6,1,0.001267962806424345
8953,第四段,6,1,0.001267962806424345
8957,陇海,6,1,0.001267962806424345
32237,熊慧灵,12,2,0.0012676390685772804
4854,围护结构,447,33,0.0012639407634213006
8340,充填,697,42,0.0012620947971233656
27485,归一法,6,1,0.0012612991381122556
19312,姚春桥,12,2,0.001258989440638426
8528,2023,579,58,0.0012587199204445866
96,应对,1692,115,0.0012585396896944874
3877,专业学位,625,14,0.0012577238263561323
35491,王春波,4,1,0.0012574662055957245
35534,筋中,4,1,0.0012574662055957245
35505,岩心,4,1,0.0012574662055957245
35504,中密砂,4,1,0.0012574662055957245
13758,演化,570,24,0.0012563890591208615
20687,链长,6,1,0.0012539184952978057
7882,体防,4,1,0.001252740369558409
7813,李艳斌,4,1,0.001252740369558409
7833,广园,4,1,0.001252740369558409
7846,技术改造,4,1,0.001252740369558409
7834,新村,24,4,0.0012522892225417881
4072,优化,1944,134,0.0012516483252358733
572,利用,2471,150,0.0012511470423200238
5574,花岗岩,359,27,0.0012511077198502263
4865,补浆,144,21,0.0012494330014734465
2479,完成,1816,134,0.001248294443177945
5596,大道,198,27,0.0012482893189903089
21245,欢乐,20,4,0.0012476155951770995
4844,搅拌站,39,6,0.0012470295989868655
14565,刘国建,4,1,0.0012468827930174563
14620,收起,4,1,0.0012468827930174563
2437,井,1033,85,0.0012465737515280559
41095,黑灰水,6,1,0.0012461059190031153
41037,萧山,6,1,0.0012461059190031153
33327,人行天桥,96,5,0.0012459337978160915
1909,节流阀,26,1,0.0012449722275426163
4047,房屋,260,32,0.0012446169175309356
4174,险,1678,111,0.0012443892088209014
1339,姿态,1261,99,0.001243854939170912
11800,及钢,4,2,0.0012434602015721189
12021,穿江,8,2,0.0012431630945672833
8270,京广铁路,14,2,0.0012429020912925498
44497,怡心桥,12,1,0.0012424932698281218
9444,冯玮光,4,1,0.0012422360248447208
2663,不当,1446,86,0.0012418080277580442
22545,叠,18,4,0.00124173158640255
34786,句章,10,1,0.0012414649286157666
34787,鄞州,10,1,0.0012414649286157666
18054,经济带,3,2,0.0012404814541881603
29390,桥站,38,5,0.001240264757742103
37679,点前,4,1,0.0012395413696932136
37691,日均,4,1,0.0012395413696932136
37658,晋国,4,1,0.0012395413696932136
37659,和平村,4,1,0.0012395413696932136
8197,稿件,16,2,0.001239220067637021
21513,案例库,489,8,0.001238908394610039
14210,孔压,423,7,0.001238278992198444
9282,陷性,140,8,0.0012376782644634122
41341,岛壁,4,1,0.0012376237623762376
41352,交通局,4,1,0.0012376237623762376
41376,组卷,4,1,0.0012376237623762376
41346,超排,4,1,0.0012376237623762376
40395,各股,4,1,0.0012364760432766616
40371,线行,4,1,0.0012364760432766616
40347,包河区,4,1,0.0012364760432766616
11820,近日,4,2,0.0012349784772088485
12610,伽马,10,1,0.0012345679012345679
5194,经理部,43,9,0.0012337048630485607
27117,泥仓,14,3,0.0012335414439456928
1964,远程,94,15,0.0012323487933597207
36408,100260,4,1,0.0012322858903265558
36385,煤堆,4,1,0.0012322858903265558
36375,韩伟,4,1,0.0012322858903265558
36372,410151,4,1,0.0012322858903265558
36394,80180,4,1,0.0012322858903265558
36393,比掘,4,1,0.0012322858903265558
36378,陈晓忠,4,1,0.0012322858903265558
28533,20002500,12,2,0.0012311359988354932
2668,吊机,96,9,0.0012306834133452235
7785,水玻璃,153,26,0.001230569237981381
14135,住宅楼,44,5,0.0012289298040336844
32823,09600,8,1,0.001228878648233487
32813,02775,8,1,0.001228878648233487
35542,马鞍山,4,1,0.001228878648233487
32891,0960,8,1,0.001228878648233487
32819,05100,8,1,0.001228878648233487
46704,内溜车,4,1,0.0012285012285012285
46695,监察部,4,1,0.0012285012285012285
46713,监视器,4,1,0.0012285012285012285
46675,韩锐锋,4,1,0.0012285012285012285
2752,洞,908,96,0.0012282367400673812
11075,团队,204,28,0.0012275812103590587
9142,污水处理,17,3,0.0012263901046927366
18177,投稿,18,2,0.0012260485698781663
22020,东线,50,9,0.0012259525713652084
15810,太原,158,5,0.0012247929237221191
5593,电网,14,3,0.0012247896949925826
17144,沼气,56,8,0.0012243523968403327
22599,粉土加,6,1,0.001223491027732463
22605,压泥,6,1,0.001223491027732463
22647,蒸压,6,1,0.001223491027732463
22649,加气,6,1,0.001223491027732463
22650,龙骨,6,1,0.001223491027732463
259,临近,1260,51,0.0012228121140661736
124,区域,1525,141,0.001222675471610588
7262,结石,265,7,0.0012226168940113213
560,状态,2356,144,0.0012224137627899472
40777,骨料,4,1,0.0012213740458015267
40753,缺棱掉,4,1,0.0012213740458015267
40776,基料,4,1,0.0012213740458015267
2983,分解,1130,55,0.0012180783110910824
15583,钩,9,2,0.0012179093922275333
8191,任士房,8,1,0.001217841376160755
4939,土,1861,138,0.00121607904329718
9356,帘幕,10,2,0.0012159891028873386
8682,涵,372,10,0.0012138015096789427
676,效果,1970,135,0.0012126160458342432
20765,会展中心,34,5,0.0012116431990282343
8356,前舱,3,2,0.0012115522059183994
15740,箱体,26,4,0.0012103823355066766
441,泥质,226,32,0.001209681548506765
3853,学,2311,88,0.001209116119673407
1092,孔,651,86,0.0012085575366410555
1334,气垫,68,6,0.001208135935727271
864,引起,2793,138,0.001207600067438088
3635,车站,821,77,0.0012071604293329742
27698,中峨,6,1,0.0012053033346725592
5926,风检,30,1,0.0012049644535486203
4882,突变,467,43,0.001203774010631213
5382,衬砌,1770,87,0.0012036882127694733
9010,黏质,124,10,0.0012031298916521335
23749,凝灰岩,117,5,0.0012016479616237608
31618,卡刀盘,16,5,0.0012012917186855455
9171,合管,10,2,0.001198816142541573
9016,克泥效,88,13,0.0011986642553450768
7665,初支,71,10,0.0011983897539722117
1709,苏通,25,1,0.0011970886803294388
11693,210041,9,2,0.0011970806464787396
22076,池,28,5,0.001195557857320644
347,20,2450,122,0.0011944860155166305
4716,扰动,1656,116,0.0011943551274766551
22360,土钉,15,3,0.0011922033338768014
22535,空心,21,4,0.0011920546658919144
